"","TG_0","TG_1","TG_2","tKO_0","tKO_1","tKO_2","WT_0","WT_1","WT_2"
"Nsun4",4.36583,5.14304,7.23604,3.56971,4.13269,8.60004,3.30587,8.02789,6.55142
"Nsun5",15.3021,18.2847,17.1508,10.1308,10.8908,11.9543,17.2748,10.4151,15.9367
"Nsun6",1.87964,3.12008,2.1717,4.64259,3.13395,3.66512,2.23165,1.25283,1.87025
"Nsun7",0,0,0,0,0,0,0,0,0
"Nt5c",125.983,112.891,103.862,93.0561,90.7217,94.395,129.016,100.451,103.634
"Nt5c1a",0,0,0,0,0,0,0,0,0
"Nt5c1b",0,0,0,0,0,0,0,0,0
"Nt5c2",22.9943,17.6166,21.6874,21.5251,21.5655,6.83825,19.0823,21.7464,21.0932
"Nt5c3",47.4602,39.8828,42.2293,40.3025,35.1354,59.9413,42.5872,52.1973,50.8232
"Nt5c3b",40.0419,39.313,41.4852,61.5864,42.7795,37.3046,36.1703,56.7297,43.6157
"Nt5dc1",11.677,9.89261,6.59301,5.87254,10.8779,21.0198,11.1187,11.4106,14.7085
"Nt5dc2",13.1084,11.3715,4.57135,14.6585,4.24258,0,7.03895,1.75816,3.6925
"Nt5dc3",2.59387,2.1632,2.24259,2.05459,2.0813,1.41425,2.11416,1.10893,2.66171
"Nt5e",2.48324,1.16262,4.36202,0,1.51811,0,0.359819,0,0.377508
"Nt5m",5.90552,6.51699,10.0031,8.01897,3.09455,14.7193,5.50096,2.88541,1.73142
"Ntan1",41.792,55.9344,38.8648,31.156,37.8731,38.6025,41.0357,34.7529,42.3804
"Ntf3",0,0,0,0,0,0,1.08884,0,0
"Ntf5",0,0,0,0,0,0,0,0,0
"Nthl1",10.6052,7.44742,6.28726,13.4405,23.3403,13.8773,13.8301,8.46334,7.25502
"Ntm",0,0,0,0,0,0,0,0,0
"Ntmt1",25.2323,27.0623,29.0112,14.5355,26.9247,28.0149,22.7345,23.0129,18.8307
"Ntn1",0.0841913,0,0,0,0,0,0,0,0
"Ntn3",0,0,0,0,0,0,0,0,0
"Ntn4",0,0,0,0,0,0,0,0,0
"Ntn5",0,0,0,0,0,0,0,0,0
"Ntng1",0,0,0,0,0,0,0,0,0
"Ntng2",3.47662,3.45542,2.64689,0,0,5.84235,1.54972,1.52697,1.3744
"Ntpcr",13.1916,14.4103,17.3792,6.19201,8.9607,12.7865,11.4687,12.2541,9.35865
"Ntrk1",0.195287,0,0,0,0,0,0,0,0
"Ntrk2",0,0,0,0,0,0,0,0,0
"Ntrk3",0,0,0,0,0,0,0,0,0
"Nts",0,0,0,0,0,0,0,0,0
"Ntsr1",0,0,0,0,0,0,0,0,0
"Ntsr2",0,0,0,0,0,0,0,0,0
"Nuak1",0.096775,0.407782,0,0,0,0,0.504814,0,0
"Nuak2",15.7149,18.6935,13.9426,9.1447,4.11683,11.1905,11.2919,22.3034,10.3118
"Nub1",46.272,46.4802,49.2592,24.5102,32.5795,31.243,44.8369,44.7499,46.4531
"Nubp1",55.6371,47.9061,63.1005,70.5118,37.2669,37.9845,56.152,35.8514,38.7234
"Nubp2",59.5452,50.0727,58.4606,48.0667,34.7796,62.8633,43.5249,35.4557,68.497
"Nubpl",8.45758,7.25919,3.71412,2.97743,12.0645,0,6.12748,6.42808,13.5003
"Nucb1",51.3414,48.8769,60.7532,46.1591,49.3368,65.2691,58.9571,54.5719,57.2926
"Nucb2",5.95195,7.9197,6.19053,3.97011,8.04342,2.73277,10.6215,18.571,20.573
"Nucks1",36.6976,43.2069,43.4512,37.5826,59.7535,38.6317,53.0066,47.0654,46.6323
"Nudc",158.626,161.667,176.83,152.065,196.934,188.054,200.498,146.529,143.576
"Nudcd1",18.8303,19.1801,18.1714,7.28354,28.4665,23.8192,19.1126,28.5142,26.9437
"Nudcd2",22.5992,20.9713,21.143,40.6784,32.1668,32.3658,27.2708,21.9737,23.5354
"Nudcd3",16.9806,17.5831,11.757,18.0646,22.2775,17.3001,9.69822,10.4566,8.30959
"Nudt1",11.3678,9.75686,27.4568,4.00196,25.4821,44.075,13.1775,20.16,19.8739
"Nudt10",0,0,0,0,0,0,0,0,0
"Nudt11",0,0,0,0,0,0,0,0,0
"Nudt12",0.224216,0,0,0,0,0,0,0,0.306773
"Nudt13",2.20829,2.53771,0.793441,1.27212,0,0,2.09441,1.37322,2.19737
"Nudt14",17.3197,18.7962,21.7805,14.966,43.3158,41.2065,18.4798,16.1553,10.7713
"Nudt15",2.9244,3.55981,2.31164,1.23542,2.14538,3.40152,3.55945,1.77812,2.66745
"Nudt16",5.97175,11.6493,9.17866,4.20462,2.43387,2.89418,8.65302,6.80813,7.71665
"Nudt16l1",40.152,31.8747,24.149,41.4837,27.2148,34.2656,42.1172,30.8487,31.0508
"Nudt17",0,0,0,0,0,0,0,0,0
"Nudt18",2.51978,1.30391,3.6691,1.68076,0.972919,0,2.07539,0.907166,0.544354
"Nudt19",27.627,33.8577,29.9739,25.7449,16.8896,11.8141,20.4866,14.2042,13.7115
"Nudt2",26.653,20.234,28.4706,50.2116,36.9922,56.5567,22.5457,34.4921,16.755
"Nudt21",120.367,110.784,113.365,100.616,107.09,116.174,126.911,96.9331,136.654
"Nudt22",11.0974,13.125,11.5422,3.70112,14.9969,15.2857,9.1402,14.6492,6.39303
"Nudt3",12.0677,10.632,16.8336,5.99764,13.0191,16.5135,19.1317,8.08517,5.82742
"Nudt4",10.1539,14.91,6.68858,2.92467,5.64321,9.39472,4.81514,5.9634,8.63025
"Nudt5",53.3965,61.318,53.0918,78.738,82.533,70.3111,67.4442,58.9607,62.4892
"Nudt6",4.7561,8.93162,8.37764,13.4356,15.5554,9.24633,6.90929,3.62101,5.06992
"Nudt7",4.18519,4.63836,9.6271,0,4.59568,0,10.1046,8.87713,11.1042
"Nudt8",13.5435,23.4965,15.7436,25.2417,20.4558,48.6493,33.2461,7.26604,27.2504
"Nudt9",17.6902,28.3129,26.0157,28.6763,13.5814,10.7667,22.5331,14.0706,15.7606
"Nuf2",16.2855,15.7443,19.2261,5.36091,15.516,27.6758,13.2392,22.1833,24.0182
"Nufip1",19.2741,14.5771,18.0677,16.4413,19.4875,26.9455,17.079,23.1004,26.0328
"Nufip2",11.8395,13.6118,13.5502,7.53135,10.3959,5.98164,13.3533,9.48483,8.13067
"Nuggc",0.394207,0.553684,0.779016,0,0,0,0,0,0.269678
"Numa1",39.4286,43.7958,41.6089,31.0188,35.9108,30.4183,26.4089,26.7565,21.8355
"Numb",5.96416,6.82612,4.51565,3.65688,6.94346,6.45859,10.9874,5.32527,9.37906
"Numbl",0.92052,1.5515,1.45528,1.16662,0,1.60605,0.480177,0,0
"Nup107",54.3391,48.9188,49.7083,51.0881,60.9196,64.7049,44.1581,51.1038,45.2259
"Nup133",32.9235,28.727,25.302,26.342,33.2411,34.0884,21.9014,28.8145,31.1683
"Nup153",43.4129,43.8761,46.8525,28.4233,44.9519,49.6106,45.3333,42.0052,38.2468
"Nup155",33.3675,31.667,32.0787,34.2879,50.9977,47.8587,30.1856,43.0102,41.335
"Nup160",32.2227,24.9582,34.2749,20.4726,28.3793,40.7927,21.0662,31.2108,36.1772
"Nup188",36.9081,36.5155,39.7528,28.0869,29.39,38.6664,25.5664,31.2907,27.6397
"Nup205",55.1482,51.6036,52.8859,38.2299,60.7145,58.0279,33.4879,47.4406,54.9237
"Nup210",99.3186,121.775,102.718,54.8959,53.0447,58.9117,81.8399,78.7002,76.157
"Nup210l",0.170134,0.238965,0,0,0,0,0.22187,0.387924,0
"Nup214",36.7385,32.6814,34.8025,27.7147,39.1444,34.5929,38.4805,28.1886,37.3403
"Nup35",12.8924,9.57139,7.27926,10.5038,18.2405,16.0669,16.8129,19.3174,22.4272
"Nup37",38.2357,38.5092,27.5215,41.3675,55.8735,30.3723,32.6743,44.6549,41.0867
"Nup43",47.0822,36.6705,42.2918,46.1084,69.0802,59.7421,49.1196,54.6522,52.7056
"Nup50",22.0372,27.4976,21.0656,28.5784,25.9421,33.0839,35.823,23.3709,26.9259
"Nup54",36.5305,32.5672,37.1757,40.1979,56.9685,53.431,41.6485,47.8813,50.5797
"Nup62",153.018,184.151,193.176,200.076,212.896,208.634,257.553,221.045,263.688
"Nup62-il4i1",21.2335,21.6798,11.0007,31.9062,22.6358,26.304,32.2207,17.654,29.0907
"Nup62cl",0,0,0,0,0,0,0,0,0
"Nup85",74.0401,68.2137,63.0425,81.4643,65.4946,74.7663,55.884,90.6524,88.2727
"Nup88",71.6512,57.5895,78.0972,83.9829,94.9502,72.2603,57.4205,74.0296,79.0502
"Nup93",59.3162,63.6252,58.7781,79.074,87.7828,108.859,68.6599,76.3934,72.7369
"Nup98",69.5272,62.9921,53.925,39.8434,56.2014,87.5954,73.9851,71.8405,73.4895
"Nupl1",44.0002,32.8408,36.1248,43.1024,50.0006,79.7351,50.4503,61.0676,61.3646
"Nupl2",4.8199,3.62669,4.76245,7.63564,2.52568,1.50168,4.48971,5.88745,3.2973
"Nupr1",5.48245,4.61967,8.66737,0,0,0,0,0,0
"Nupr1l",0,0,0,0,0,0,2.84646,0,0
"Nus1",5.49298,3.85763,3.7575,0.669379,2.32484,5.52908,1.9286,2.64944,4.62493
"Nusap1",34.6491,38.6818,38.1462,29.983,73.7502,66.3267,43.1866,70.1141,68.333
"Nutf2",3.90735,6.706,6.77182,18.9969,6.28585,11.2091,7.94487,1.95356,3.51822
"Nutf2-ps1",247.705,233.018,241.918,344.657,333.585,290.385,260.566,280.271,314.365
"Nutm1",0,0,0,0,0,0,0,0,0
"Nvl",41.5773,33.8936,32.8654,22.7303,45.4535,51.2054,33.1703,43.1251,43.0551
"Nwd1",0,0,0,0,0,0,0,0,0
"Nwd2",0.0559294,0,0,0,0,0,0.145874,0,0
"Nxf1",74.2968,75.1446,82.2559,83.6664,72.2358,76.1331,89.3311,94.3974,83.3433
"Nxf2",0.439968,0,0,0,0,0,0,0,0.602043
"Nxf3",0,0,0,0,0,0,0,0,0
"Nxf7",0,0,0,0,0,0,0,0,0
"Nxn",7.93214,6.2183,8.01986,5.84466,8.11971,6.43693,4.81128,5.0473,5.3002
"Nxnl1",0,0,0,0,0,0,0,0,0
"Nxnl2",0,0,0,0,0,0,0,0,0
"Nxpe2",0,0,0.58175,0,0,0,0,1.34246,0
"Nxpe3",4.19095,3.99441,5.02835,3.31963,4.11769,4.57004,4.29423,5.63112,2.96943
"Nxpe4",0.156849,0.220304,0.619918,0,0,0,0.818183,0.357634,0
"Nxpe5",0.220818,0,0,0,0,0,0,0,0
"Nxph1",0,0,0,0,0,0,0,0,0
"Nxph2",0,0,0,0,0,0,0,0,0
"Nxph3",0,0,0,0,0,0,0.642592,0,0
"Nxph4",0,0,0,0,0,0,0,0,0
"Nxt1",71.8928,72.3371,65.0159,100.379,102.801,100.984,74.6861,69.9791,78.3578
"Nxt2",1.01735,1.74249,1.6344,0,1.49268,0,2.15723,2.35739,1.41444
"Nyap1",0.28252,0.198409,0,0,0,0,0.368432,0.322089,0
"Nyap2",0,0,0,0,0,0,0,0,0
"Nynrin",0,0,0,0,0,0,0.168588,0,0
"Nyx",0,0,0,0,0,0,0,0,0
"OTTMUSG00000016609",0,0,0,0,0,0,0,0,0
"Oacyl",0,0,0,0,0,0,0,0,0
"Oaf",1.70516,1.79623,0,0,0.781829,1.85939,1.11184,1.45798,0
"Oard1",14.5662,14.7749,12.7947,28.1805,37.026,11.9827,24.9155,25.4122,18.2531
"Oas1a",18.5129,19.0164,31.6701,14.0073,11.1488,21.6939,13.6927,8.82029,11.7196
"Oas1b",2.85186,1.20166,0,0,2.09217,2.48786,4.46291,2.60103,1.56077
"Oas1c",0.223571,0.314016,0.883624,0,0.820074,0,1.16623,1.01953,0.611781
"Oas1d",0,0,0,0,0,0,0,0,0
"Oas1e",0,0,0,0,0,0,0,0,0
"Oas1f",0,0,0,0,0,0,0,0,0
"Oas1g",0.260123,0.365352,3.08426,0,0,0,0,0,0
"Oas1h",0,0,0,0,0,0,0,0,0
"Oas2",3.56333,3.03871,2.5149,0,0.933611,0,3.31923,1.45086,2.43768
"Oas3",92.5723,62.4754,64.8542,9.15554,12.1137,9.90327,29.8779,13.1775,28.0991
"Oasl1",78.2964,55.496,76.6446,23.0408,25.7855,46.5221,49.3142,40.9004,51.0753
"Oasl2",18.9003,12.4925,15.6933,7.04511,5.24328,4.15663,11.1847,4.3457,8.69228
"Oat",154.586,140.057,134.829,140.587,166.259,201.866,139.996,163.182,149.163
"Oaz1",12.6342,6.15231,0,0,0,0,44.9342,9.50037,14.1536
"Oaz1-ps",394.615,458.296,455.082,527.82,417.86,347.288,381.295,320.056,283.74
"Oaz2",6.24163,5.18025,4.48526,8.98902,2.08134,0,8.87963,5.82202,8.15164
"Oaz3",0,0,0,0,0,0,0,0,0
"Obfc1",7.78284,6.63685,5.49291,10.5681,11.2153,9.69923,14.4994,10.7742,13.691
"Obox1",0,0,0,0,0,0,0,0,0
"Obox2",0,0,0,0,0,0,0,0,0
"Obox3",0,0,0,2.10681,0,0,0.867153,0,0
"Obox5",0,0,0,0,0,0,0,0,0
"Obox6",0,0,0,0,0,0,0,0,0
"Obp1a",0,0,0,0,0,0,0,0,0
"Obp2a",0,0,0,0,0,0,0,0,0
"Obp2b",0,0,0,0,0,0,0,0,0
"Obscn",0.0204309,0,0,0,0,0,0.106621,0.044337,0.111864
"Obsl1",0,0,0,0,0,0,0,0,0.229058
"Oc90",0,0,0,0,0,0,0,0,0
"Oca2",0,0,0,0,0,0,0,0,0
"Ocel1",5.78245,5.86561,3.80902,4.07133,2.35672,0,2.51362,0.73248,8.35111
"Ociad1",92.6636,107.471,102.657,117.883,74.2272,82.6735,82.5009,79.2319,66.7576
"Ociad2",0.699216,0,4.60588,0,0,0,0,0,0
"Ocln",0.155853,0,0,0,0,0,0,0,0
"Ocm",0,0,0,0,0,0,0,0,0
"Ocrl",0.561533,0,0.739786,2.3722,0.68658,1.63287,0.488194,0.640178,0.512194
"Ocstamp",0,0,0,0,0,0,0,0,0
"Odam",0,0,0,0,0,0,0,0,0
"Odc1",39.5412,39.0717,51.8314,39.0324,51.7479,32.9342,48.7151,34.4323,37.5169
"Odf1",0,0,0,0,0,0,0,0,0
"Odf2",29.5027,24.092,25.1971,30.5172,31.7548,34.082,24.9309,31.7544,27.4103
"Odf2l",3.2502,3.43764,7.92593,1.40991,10.6355,3.88718,4.42121,10.1709,5.18766
"Odf3",0,0,0,0,0,0,0,0,0
"Odf3b",0,0,0,0,0,0,0,0,0
"Odf3l1",0,0,0,0,0,0,0,0,0
"Odf3l2",0,0,0,0,0,0,0,0,0
"Odf4",0,0,0,0,0,0,0,1.16915,0
"Ofcc1",0,0,0,0,0,0,0,0,0
"Ofd1",3.72755,3.38774,2.16654,2.08417,2.81501,2.86921,2.85945,3.24971,3.00003
"Ogdh",52.3884,47.079,50.5196,33.9352,40.197,43.5234,30.5975,43.2083,33.4664
"Ogdhl",0,0,0,0,0,0,0,0,0
"Ogfod1",2.73682,3.07523,2.88444,3.5582,2.74622,1.63277,4.04489,4.26776,5.9914
"Ogfod2",9.68933,5.83238,9.57384,8.77128,7.61596,9.05637,9.02556,3.94514,4.73464
"Ogfod3",11.6304,13.1936,12.3757,14.1729,11.4857,11.7068,12.8337,8.15957,10.4045
"Ogfr",46.9049,51.4492,38.8422,35.3839,27.0365,25.3302,41.3614,31.5752,27.1982
"Ogfrl1",1.80723,3.38451,1.9841,1.27244,0.36828,0,1.5712,0.915707,1.92318
"Ogg1",10.0728,8.29332,12.3551,28.6129,6.37028,6.06007,6.34143,8.71163,7.12841
"Ogn",0,0,0,0,0,0,0,0,0
"Ogt",35.7209,26.2416,44.2121,35.4756,57.2623,57.1337,38.4902,50.9364,53.8369
"Oip5",12.0313,11.1045,5.43446,6.5348,23.9572,23.99,11.6554,20.3786,23.0458
"Oit1",0,0,0,0,0,0,0,0,0
"Oit3",0.185348,0,0,0,0,0,0.483423,0,0
"Ola1",73.3943,59.9101,81.6687,68.5808,124.512,109.103,74.2798,104.175,110.85
"Olah",0,0,0,0,0,0,0,0,0
"Olfm1",1.15583,0.526621,0.741074,0,0,0,1.50825,1.31853,0
"Olfm2",0,0,0,0,0,0,0,0,0
"Olfm3",0,0,0,0,0,0,0,0,0
"Olfm4",0.323926,1.36489,0,0,0,0,0,0,0
"Olfml1",0,0,0,0,0,0,0,0,0
"Olfml2a",0,0.296525,0,0,0,0,0,1.44411,0
"Olfml2b",0.161076,0.452482,0,2.0414,0.590839,0,0.420117,0,0.881541
"Olfml3",0.30367,0,0,0,1.11389,0,0,0,0
"Olfr1",0,0,0,0,0,0,0,0,0
"Olfr10",0,0,0,0,0,0,0,0,0
"Olfr100",0,0,0,0,0,0,0,0,0
"Olfr1000",0,0,0,0,0,0,0,0,0
"Olfr1002",0,0,0,0,0,0,0,0,0
"Olfr1006",0,0,0,0,0,0,0,0,0
"Olfr1008",0,0,0,0,0,0,0,0,0
"Olfr1009",0,0,0,0,0,0,0,0,0
"Olfr101",0,0,0,0,0,0,0,0,0
"Olfr1010",0,0,0,0,0,0,0,0,0
"Olfr1012",0,0,0,0,0,0,0,0,0
"Olfr1013",0,0,0,0,0,0,0,0,0
"Olfr1014",0,0,0,0,0,0,0,0,0
"Olfr1015",0,0,0,0,0,0,0,0,0
"Olfr1016",0,0,0,0,0,0,0,0,0
"Olfr1018",0,0,0,0,0,0,0,0,0
"Olfr1019",0,0,0,0,0,0,0,0,0
"Olfr102",0,0,0,0,0,0,0,0,0
"Olfr1020",0,0,0,0,0,0,0,0,0
"Olfr1022",0,0,0,0,0,0,0,0,0
"Olfr1023",0,0,0,0,0,0,0,0,0
"Olfr1024",0,0,0,0,0,0,0,0,0
"Olfr1026",0,0,0,0,0,0,0,0,0
"Olfr1028",0,0,0,0,0,0,0,0,0
"Olfr1029",0,0,0,0,0,0,0,0,0
"Olfr103",0,0,0,0,0,0,0,0,0
"Olfr1030",0,0,0,0,0,0,0,0,0
"Olfr1031",0,0,0,0,0,0,0,0,0
"Olfr1032",0,0,0,0,0,0,0,0,0
"Olfr1033",0.131609,0.55456,0,0,0,0,0.343261,0,0.180068
"Olfr1034",0,0,0,0,0,0,0,0,0
"Olfr1036",0,0,0,0,0,0,0,0,0
"Olfr1037",0,0,0,0,0,0,0,0,0
"Olfr1038-ps",0,0,0,0,0,0,0,0,0
"Olfr1039",0,0,0,0,0,0,0,0,0
"Olfr1040",0,0,0,0,0,0,0,0,0
"Olfr1042",0,0,0,0,0,0,0,0,0
"Olfr1043",0,0,0,0,0,0,0,0,0
"Olfr1044",0,0,0,0,0,0,0,0,0
"Olfr1045",0,0,0,0,0,0,0,0,0
"Olfr1046",0,0,0,0,0,0,0,0,0
"Olfr1047",0,0,0,0,0,0,0,0,0
"Olfr1048",0,0,0,0,0,0,0,0,0
"Olfr1049",0,0,0,0,0,0,0,0,0
"Olfr1051",0,0,0,0,0,0,0,0,0
"Olfr1052",0,0,0,0,0,0,0,0,0
"Olfr1053",0,0,0,0,0,0,0,0,0
"Olfr1054",0,0,0,0,0,0,0,0,0
"Olfr1055",0,0,0,0,0,0,0,0,0
"Olfr1056",0,0,0,0,0,0,0,0,0
"Olfr1057",0,0,0,0,0,0,0,0,0
"Olfr1058",0,0,0,0,0,0,0,0,0
"Olfr1061",0,0,0,0,0,0,0,0,0
"Olfr1062",0,0,0,0,0,0,0,0,0
"Olfr1065",0,0,0,0,0,0,0,0,0
"Olfr1066",0,0,0,0,0,0,0,0,0
"Olfr107",0,0,0,0,0,0,0,0,0
"Olfr1076",0,0,0,0,0,0,0,0,0
"Olfr1077-ps1",0,0,0,7.83248,0,0,0,0,0
"Olfr1079",0,0,0,0,0,0,0,0,0
"Olfr108",0,0,0,0,0,0,0,0,0
"Olfr1080",0,0,0,0,0,0,0,0,0
"Olfr1082",0,0,0,0,0,0,0,0,0
"Olfr1084",0,0,0,0,0,0,0,0,0
"Olfr1085",0,0,0,0,0,0,0,0,0
"Olfr1086",0,0,0,0,0,0,0,0,0
"Olfr1087",0,0,0,0,0,0,0,0,0
"Olfr1089",0,0,0,0,0,0,0,0,0
"Olfr109",0,0,0,0,0,0,0,0,0
"Olfr1090",0,0,0,0,0,0,0,0,0
"Olfr1093",0,0,0,0,0,0,0,0,0
"Olfr1094",0,0,0,0,0,0,0,0,0
"Olfr1095",0,0,0,0,0,0,0,0,0
"Olfr1097",0,0,0,0,0,0,0,0,0
"Olfr1098",0,0,0,0,0,0,0,0,0
"Olfr1099",0,0,0,0,0,0,0,0,0
"Olfr11",0,0,0,0,0,0,0,0,0
"Olfr110",0,0,0,0,0,0,0,0,0
"Olfr1100",0,0,0,0,0,0,0,0,0
"Olfr1101",0,0,0,0,0,0,0,0,0
"Olfr1102",0,0,0,0,0,0,0,0,0
"Olfr1104",0,0,0,0,0,0,0,0,0
"Olfr1105",0,0,0,0,0,0,0,0,0
"Olfr1106",0,0,0,0,0,0,0,0,0
"Olfr1107",0,0,0,0,0,0,0,0,0
"Olfr1109",0,0,0,0,0,0,0,0,0
"Olfr111",0,0,0,0,0,0,0,0,0
"Olfr1110",0,0,0,0,0,0,0,0,0
"Olfr1111",0,0,0,0,0,0,0,0,0
"Olfr1112",0,0,0,0,0,0,0,0,0
"Olfr1113",0,0,0,0,0,0,0,0,0
"Olfr1115",0,0,0,0,0,0,0,0,0
"Olfr1116-ps",0,0,0,0,0,0,0,0,0
"Olfr1118",0,0,0,0,0,0,0,0,0
"Olfr112",0,0,0,0,0,0,0,0,0
"Olfr1120",0,0,0,0,0,0,0,0,0
"Olfr1121",0,0,0,0,0,0,0,0,0
"Olfr1122",0,0,0,0,0,0,0,0,0
"Olfr1123",0,0,0,0,0,0,0,0,0
"Olfr1124",0,0,0,0,0,0,0,0,0
"Olfr1126",0,0,0,0,0,0,0,0,0
"Olfr1128",0,0,0,0,0,0,0,0,0
"Olfr1129",0,0,0,0,0,0,0,0,0
"Olfr113",0,0,0,0,0,0,0,0,0
"Olfr1130",0,0,0,0,0,0,0,0,0
"Olfr1131",0,0,0,0,0,0,0,0,0
"Olfr1132",0,0,0,0,0,0,0,0,0
"Olfr1133",0,0,0,0,0,0,0,0,0
"Olfr1134",0,0,0,0,0,0,0,0,0
"Olfr1135",0,0,0,0,0,0,0,0,0
"Olfr1136",0,0,0,0,0,0,0,0,0
"Olfr1137",0,0,0,0,0,0,0,0,0
"Olfr1138",0,0,0,0,0,0,0,0,0
"Olfr114",0,0,0,0,0,0,0,0,0
"Olfr1140",0,0,0,0,0,0,0,0,0
"Olfr1141",0,0,0,0,0,0,0,0,0
"Olfr1143",0,0,0,0,0,0,0,0,0
"Olfr1145",0,0,0,0,0,0,0,0,0
"Olfr1148",0,0,0,0,0,0,0,0,0
"Olfr115",0,0,0,0,0,5.12088,0,0,0
"Olfr1151",0,0,0,0,0,0,0,0,0
"Olfr1152",0,0,0,0,0,0,0,0,0
"Olfr1153",0.616513,0,0,0,0,0,0,0,0
"Olfr1154",0,0,0,0,0,0,0,0,0
"Olfr1155",0,0,0,0,0,0,0,0,0
"Olfr1156",0,0,0,0,0,0,0,0,0
"Olfr1157",0,0,0,0,0,0,0,0,0
"Olfr1158",0,0,0,0,0,0,0,0,0
"Olfr116",0,0,0,0,0,0,0,0,0
"Olfr1160",0,0,0,0,0,0,0,0,0
"Olfr1161",0,0,0,0,0,0,0,0,0
"Olfr1162",0,0,0,0,0,0,0,0,0
"Olfr1163",0,0,0,0,0,0,0,0,0
"Olfr1164",0,0,0,0,0,0,0,0,0
"Olfr1166",0,0,0,0,0,0,0,0,0
"Olfr1167",0,0,0,0,0,0,0,0,0
"Olfr1168",0,0,0,0,0,0,0,0,0
"Olfr117",0,0,0,0,0,0,0,0,0
"Olfr1170",0,0,0,0,0,0,0,0,0
"Olfr1173",0,0,0,0,0,0,0,0,0
"Olfr1176",0,0,0,0,0,0,0,0,0
"Olfr1178",0,0,0,0,0,0,0,0,0
"Olfr1179",0,0,0,0,0,0,0,0,0
"Olfr118",0,0,0,0,0,0,0,0,0
"Olfr1180",0,0,0,0,0,0,0,0,0
"Olfr1181",0,0,0,0,0,0,0,0,0
"Olfr1182",0,0,0,0,0,0,0,0,0
"Olfr1183",0,0,0,0,0,0,0,0,0
"Olfr1184",0,0,0,0,0,0,0,0,0
"Olfr1186",0,0,0,0,0,0,0,0,0
"Olfr1188",0,0,0,0,0,0,0,0,0
"Olfr1189",0,0,0,0,0,0,0,0,0
"Olfr119",0,0,0,0,0,0,0,0,0
"Olfr1193",0,0,0,0,0,0,0,0,0
"Olfr1195",0,0,0,0,0,0,0,0,0
"Olfr1196",0,0,0,0,0,0,0,0,0
"Olfr1197",0,0,0,0,0,0,0,0,0
"Olfr1198",0,0,0,0,0,0,0,0,0
"Olfr1199",0,0,0,0,0,0,0,0,0
"Olfr12",0,0,0,0,0,0,0,0,0
"Olfr120",0,0,0,0,0,0,0,0,0
"Olfr1200",0,0,0,0,0,0,0,0,0
"Olfr1201",0,0,0,0,0,0,0,0,0
"Olfr1202",0,0,0,0,0,0,0,0,0
"Olfr1204",0,0,0,0,0,0,0,0,0
"Olfr1205",0,0,0,0,0,0,0,0,0
"Olfr1206",0,0,0,0,0,0,0,0,0
"Olfr1208",0,0,0,0,0,0,0,0,0
"Olfr1209",0,0,0,0,0,0,0,0,0
"Olfr121",0,0,0,0,0,0,0,0,0
"Olfr1211",0,0,0,0,0,0,0,0,0
"Olfr1212",0,0,0,0,0,0,0,0,0
"Olfr1213",0,0,0,0,0,0,0,0,0
"Olfr1214",0,0,0,0,0,0,0,0,0
"Olfr1215",0,0,0,0,0,0,0,0,0
"Olfr1216",0,0,0,0,0,0,0,0,0
"Olfr1217",0,0,0,0,0,0,0,0,0
"Olfr1218",0,0,0,0,0,0,0,0,0
"Olfr1219",0,0,0,0,0,0,0,0,0
"Olfr122",0,0,0,0,0,0,0,0,0
"Olfr1220",0,0,0,0,0,0,0,0,0
"Olfr1221",0,0,0,0,0,0,0,0,0
"Olfr1222",0,0,0,0,0,0,0,0,0
"Olfr1223",0,0,0,0,0,0,0,0,0
"Olfr1225",0,0,0,0,0,0,0,0,0
"Olfr1226",0,0,0,0,0,0,0,0,0
"Olfr1228",0,0,0,0,0,0,0,0,0
"Olfr1229",0,0,0,0,0,0,0,0,0
"Olfr123",0,0,0,0,0,0,0,0,0
"Olfr1230",0,0,0,0,0,0,0,0,0
"Olfr1231",0,0,0,0,0,0,0,0,0
"Olfr1232",0,0,0,0,0,0,0,0,0
"Olfr1233",0,0,0,0,0,0,0,0,0
"Olfr1234",0,0,0,0,0,0,0,0,0
"Olfr1238",0,0,0,0,0,0,0,0,0
"Olfr1239",0,0,0,0,0,0,0,0,0
"Olfr124",0,0,0,0,0,0,0,0,0
"Olfr1240",0,0,0,0,0,0,0,0,0
"Olfr1241",0,0,0,0,0,0,0,0,0
"Olfr1242",0,0,0,0,0,0,0,0,0
"Olfr1243",0,0,0,0,0,0,0,0,0
"Olfr1245",0,0,0,0,0,0,0,0,0
"Olfr1246",0,0,0,0,0,0,0,0,0
"Olfr1247",0,0,0,0,0,0,0,0,0
"Olfr1248",0,0,0,0,0,0,0,0,0
"Olfr1249",0,0,0,0,0,0,0,0,0
"Olfr125",0,0,0,0,0,0,0,0,0
"Olfr1250",0,0,0,0,0,0,0,0,0
"Olfr1251",0,0,0,0,0,0,0,0,0
"Olfr1252",0,0,0,0,0,0,0,0,0
"Olfr1253",0,0,0,0,0,0,0,0,0
"Olfr1254",0,0,0,0,0,0,0,0,0
"Olfr1255",0,0,0,0,0,0,0,0,0
"Olfr1256",0,0,0,0,0,0,0,0,0
"Olfr1257",0,0,0,0,0,0,0,0,0
"Olfr1258",0,0,0,0,0,0,0,0,0
"Olfr1259",0,0,0,0,0,0,0,0,0
